source,target,confidence,method,status,evidence,alternatives
fpc-cross-avr51-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
fpc-cross-avr5-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
fpc-cross-avr4-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
fpc-cross-avr35-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
fpc-cross-avr25-embedded,fpc-cross-avr%type_pkg[subarch]-embedded,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.16),
vulnx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.34-app-info,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.32-app-info,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-app-info,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-app-info,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-app-info,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lsd2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
iqtree3,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
xcodegen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-npx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-npx,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
terraform-1.15,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,terraform
cjit,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mp3rgain,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
riscv64-none-elf-gcc,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://gcc.gnu.org/' as 'gcc7' but versions '16.1.0' vs '7.5.0'; no lookalikes either,
riscv64-none-elf-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-nbval,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
qca-qt6-cyrus-sasl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://userbase.kde.org/QCA' as 'qca2-qt5-%type_pkg[qca]' but desc overlap only 0.04; no lookalikes either,
qca-qt6-pkcs11,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://userbase.kde.org/QCA' as 'qca2-qt5-%type_pkg[qca]' but desc overlap only 0.04; no lookalikes either,
qca-qt6-ossl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://userbase.kde.org/QCA' as 'qca2-qt5-%type_pkg[qca]' but desc overlap only 0.04; no lookalikes either,
qca-qt6,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; same homepage 'https://userbase.kde.org/QCA' as 'qca2-qt5-%type_pkg[qca]' but desc overlap only 0.04; no lookalikes either,
p5.32-app-yath-script,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.34-app-yath-script,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.30-app-yath-script,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5.28-app-yath-script,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
p5-app-yath-script,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
incus,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-uharfbuzz,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-fpdf2,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-requests-unixsocket,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-pyotp,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
wasi-libc,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
wasi-clang,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
wasi-sdk,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-reedsolo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-reedsolo,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-intelhex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-intelhex,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
wasm-component-ld,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
sd-switchdir,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
klog,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,klogic
kubectl-1.36,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
anyrow,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-rf,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,octave; koctave
kasane,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-yaml-ft,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-yaml-ft,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py311-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py310-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-libcst,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-logs-syslog,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-decompress,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ft,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,fte; lft
ocaml-syslog-message,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
sheets,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-checkseum,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-optint,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
fpc-cross-m68k-embedded,,0.0,ambiguous,needs-review,homepage shared by several targets,fpc-cross-arm%type_pkg[subarch]-embedded; fpc-cross-common
fpc-cross-m68k-netbsd,fpc-cross-common,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.15),
fpc-cross-m68k-linux,fpc-cross-common,0.9,homepage,confident,same upstream 'https://www.freepascal.org' (desc overlap 0.15),
m68k-embedded-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,avr-embedded-binutils
m68k-netbsd-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
m68k-linux-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,m681x-binutils
m68k-freebsd-binutils,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
m68k-binutils,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,m681x-binutils; binutils
fzssh,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-digestif,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
ocaml-pp_loc,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,ocaml-cppo
ocaml-eqaf,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
lore,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,lofreq
icann-rdap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-rich-click,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-rich-click,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
nlopt,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py312-mitogen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-mitogen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py313-mitogen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-mitogen,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
vega-lite,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-jekyll-sitemap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb32-jekyll-sitemap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb33-jekyll-sitemap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-jekyll-sitemap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb-jekyll-sitemap,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
mingw-w64-wine-mono-11.0.0,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-resvg_py,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-resvg_py,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py314-ase,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
py-ase,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
octave-mboct-fem,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
kl,,0.0,none,needs-review,no exact/normalized/alias/homepage evidence; fuzzy suggestions listed for review,kpl
jekyll,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-webrick,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb32-webrick,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb33-webrick,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-webrick,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb-webrick,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-unicode-display_width,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-terminal-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb32-terminal-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb33-terminal-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-terminal-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb-terminal-table,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-sass-embedded,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb32-sass-embedded,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb33-sass-embedded,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-sass-embedded,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-safe_yaml,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb32-safe_yaml,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb33-safe_yaml,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb34-safe_yaml,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb-sass-embedded,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb-safe_yaml,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
rb31-rouge,,0.0,none,missing,no exact/normalized/alias/homepage evidence; no lookalikes either,
